         17821262 function calls (15304465 primitive calls) in 61.145 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       88    0.000    0.000    0.007    0.000 ntpath.py:254(islink)
        2    0.000    0.000    0.007    0.003 _pep440.py:285(Version)
      814    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       12    0.000    0.000    0.007    0.001 enum.py:483(_create_)
      820    0.001    0.000    0.007    0.000 re.py:222(split)
        1    0.000    0.000    0.007    0.007 md.py:1(<module>)
     16/5    0.000    0.000    0.007    0.001 _regex_core.py:417(_parse_pattern)
     19/5    0.000    0.000    0.007    0.001 _regex_core.py:427(parse_sequence)
       52    0.000    0.000    0.007    0.000 css_parser.py:1113(<listcomp>)
     1903    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:404(parent)
  136/131    0.001    0.000    0.007    0.000 css_parser.py:397(freeze)
        1    0.000    0.000    0.007    0.007 _measurements.py:1(<module>)
       88    0.006    0.000    0.006    0.000 {built-in method nt.lstat}
     6690    0.005    0.000    0.006    0.000 HelperClass.py:15(addPosition)
     1234    0.004    0.000    0.006    0.000 sre_parse.py:296(_class_escape)
      327    0.001    0.000    0.006    0.000 porter.py:543(_step4)
    19988    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
      569    0.003    0.000    0.006    0.000 parser.py:385(parse_endtag)
     11/6    0.000    0.000    0.006    0.001 _regex_core.py:803(parse_paren)
       19    0.000    0.000    0.006    0.000 _distn_infrastructure.py:3223(_attach_methods)
        1    0.000    0.000    0.006    0.006 extbuild.py:1(<module>)
        1    0.000    0.000    0.006    0.006 plaintext.py:1(<module>)
        9    0.000    0.000    0.006    0.001 decorator.py:200(decorate)
      769    0.003    0.000    0.006    0.000 shelve.py:101(__contains__)
      328    0.003    0.000    0.006    0.000 _docscrape.py:68(read_to_condition)
      618    0.002    0.000    0.006    0.000 _inspect.py:96(getargspec)
        1    0.001    0.001    0.006    0.006 core.py:1(<module>)
     5253    0.006    0.000    0.006    0.000 sre_parse.py:112(__init__)
      276    0.003    0.000    0.006    0.000 sre_compile.py:516(_get_charset_prefix)
     6690    0.005    0.000    0.006    0.000 HelperClass.py:214(getActiveFields)
    19430    0.006    0.000    0.006    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.006    0.006 _qmc.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _threadsafety.py:1(<module>)
        2    0.000    0.000    0.006    0.003 function_base.py:1(<module>)
        6    0.000    0.000    0.006    0.001 _threadsafety.py:52(decorator)
      192    0.005    0.000    0.006    0.000 HelperClass.py:60(getPosStr)
     6030    0.005    0.000    0.006    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.006    0.006 snowball.py:1(<module>)
       90    0.006    0.000    0.006    0.000 {built-in method nt.scandir}
    13507    0.006    0.000    0.006    0.000 HelperClass.py:105(__getitem__)
      984    0.003    0.000    0.006    0.000 __init__.py:89(find_spec)
      407    0.001    0.000    0.006    0.000 inspect.py:3007(replace)
        1    0.000    0.000    0.006    0.006 chunked.py:1(<module>)
        1    0.000    0.000    0.006    0.006 type_check.py:1(<module>)
        1    0.000    0.000    0.006    0.006 interpolative.py:1(<module>)
     1536    0.006    0.000    0.006    0.000 codecs.py:186(__init__)
     3900    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:897(__exit__)
        1    0.000    0.000    0.006    0.006 em.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _mannwhitneyu.py:1(<module>)
       28    0.000    0.000    0.006    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.006    0.006 grammar.py:1(<module>)
      990    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:198(cb)
       28    0.000    0.000    0.006    0.000 _backend.py:174(generate_multimethod)
        6    0.000    0.000    0.006    0.001 _threadsafety.py:41(decorate)
        3    0.000    0.000    0.006    0.002 basic.py:1(<module>)
      252    0.001    0.000    0.006    0.000 _docscrape.py:78(read_to_next_empty_line)
        1    0.000    0.000    0.005    0.005 _docscrape.py:112(NumpyDocString)
        1    0.000    0.000    0.005    0.005 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.005    0.005 dbapi2.py:1(<module>)
        1    0.000    0.000    0.005    0.005 bdf.py:1(<module>)
      118    0.001    0.000    0.005    0.000 typing.py:1016(__init__)
      521    0.004    0.000    0.005    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.005    0.005 charset.py:1(<module>)
     1461    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.005    0.005 immutable.py:1(<module>)
     1079    0.004    0.000    0.005    0.000 sre_compile.py:265(_compile_charset)
      387    0.002    0.000    0.005    0.000 enum.py:89(__setitem__)
        1    0.000    0.000    0.005    0.005 _trustregion_krylov.py:1(<module>)
     3705    0.003    0.000    0.005    0.000 enum.py:678(__new__)
        1    0.000    0.000    0.005    0.005 linsolve.py:1(<module>)
       28    0.001    0.000    0.005    0.000 _backend.py:307(get_defaults)
     4969    0.004    0.000    0.005    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.005    0.002 version.py:1(<module>)
        1    0.000    0.000    0.005    0.005 decoder.py:1(<module>)
        1    0.000    0.000    0.005    0.005 difflib.py:1(<module>)
        1    0.000    0.000    0.005    0.005 xmlreader.py:1(<module>)
        1    0.000    0.000    0.005    0.005 glue.py:1(<module>)
        1    0.000    0.000    0.005    0.005 malt.py:1(<module>)
        1    0.000    0.000    0.005    0.005 template.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cfg.py:149(CFGEditor)
        1    0.000    0.000    0.005    0.005 _fitpack_impl.py:1(<module>)
        1    0.000    0.000    0.005    0.005 blas.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pretty.py:1(<module>)
     3900    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:893(__enter__)
     2251    0.001    0.000    0.005    0.000 css_parser.py:319(match)
     3273    0.003    0.000    0.005    0.000 __init__.py:733(lookup)
       16    0.000    0.000    0.005    0.000 inspect.py:725(getdoc)
     2350    0.003    0.000    0.005    0.000 _markupbase.py:44(updatepos)
       14    0.000    0.000    0.005    0.000 _regex_core.py:1424(parse_set)
     1135    0.002    0.000    0.005    0.000 sre_compile.py:447(_simple)
       14    0.000    0.000    0.005    0.000 dataclasses.py:529(_init_fn)
        1    0.000    0.000    0.004    0.004 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.004    0.004 twodim_base.py:1(<module>)
       84    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      268    0.002    0.000    0.004    0.000 _docscrape.py:168(_is_at_section)
      136    0.000    0.000    0.004    0.000 css_types.py:203(__init__)
     2665    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.004    0.004 _lil.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _parseaddr.py:1(<module>)
    15272    0.004    0.000    0.004    0.000 {method 'lower' of 'str' objects}
      209    0.001    0.000    0.004    0.000 sre_compile.py:435(_mk_bitmap)
     1156    0.003    0.000    0.004    0.000 sre_parse.py:356(_escape)
       50    0.000    0.000    0.004    0.000 typing.py:1138(__getitem__)
       82    0.000    0.000    0.004    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.004    0.004 lzma.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _nonlin.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _sputils.py:1(<module>)
        1    0.000    0.000    0.004    0.004 selectors.py:1(<module>)
     1017    0.004    0.000    0.004    0.000 {built-in method nt._path_splitroot}
    52/32    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
     1542    0.004    0.000    0.004    0.000 codecs.py:260(__init__)
      839    0.004    0.000    0.004    0.000 {method 'split' of 're.Pattern' objects}
   608/16    0.002    0.000    0.004    0.000 copy.py:128(deepcopy)
        1    0.000    0.000    0.004    0.004 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.004    0.004 earleychart.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _pocketfft.py:1(<module>)
       16    0.000    0.000    0.004    0.000 _docscrape.py:349(_parse_summary)
    32/16    0.000    0.000    0.004    0.000 copy.py:227(_deepcopy_dict)
        1    0.000    0.000    0.004    0.004 random.py:1(<module>)
       14    0.000    0.000    0.004    0.000 core.py:114(doc_note)
        1    0.000    0.000    0.004    0.004 tagged.py:1(<module>)
       76    0.000    0.000    0.004    0.000 _docscrape.py:553(dedent_lines)
        1    0.000    0.000    0.004    0.004 _regex_core.py:1116(parse_flags_subpattern)
      247    0.004    0.000    0.004    0.000 {built-in method _abc._abc_init}
       14    0.000    0.000    0.004    0.000 _regex_core.py:1490(parse_set_imp_union)
     3263    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.003    0.002 _backend.py:1(<module>)
        7    0.000    0.000    0.003    0.000 _nonlin.py:1516(_nonlin_wrapper)
      769    0.003    0.000    0.003    0.000 {method 'load' of '_pickle.Unpickler' objects}
      614    0.003    0.000    0.003    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.003    0.003 runner.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _cobyla_py.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _regex_core.py:1102(parse_subpattern)
       11    0.000    0.000    0.003    0.000 decorator.py:75(__init__)
       11    0.001    0.000    0.003    0.000 decorator.py:144(make)
        1    0.000    0.000    0.003    0.003 arpack.py:1(<module>)
      606    0.001    0.000    0.003    0.000 parser.py:351(check_for_whole_start_tag)
      769    0.003    0.000    0.003    0.000 {method 'seek' of '_io.BufferedReader' objects}
      958    0.002    0.000    0.003    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.003    0.003 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.003    0.003 messagebox.py:1(<module>)
      814    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        1    0.000    0.000    0.003    0.003 _quadpack_py.py:1(<module>)
      769    0.003    0.000    0.003    0.000 dumb.py:248(__contains__)
        1    0.000    0.000    0.003    0.003 extras.py:1(<module>)
       32    0.000    0.000    0.003    0.000 typing.py:483(Union)
        1    0.000    0.000    0.003    0.003 pl196x.py:1(<module>)
      984    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:357(__init__)
      937    0.002    0.000    0.003    0.000 sre_parse.py:433(_uniq)
      966    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:826(find_spec)
        1    0.000    0.000    0.003    0.003 _html5lib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 punkt.py:1(<module>)
        1    0.000    0.000    0.003    0.003 fnmatch.py:1(<module>)
        3    0.000    0.000    0.003    0.001 regexp.py:1(<module>)
     6690    0.003    0.000    0.003    0.000 HelperClass.py:173(__contains__)
        1    0.000    0.000    0.003    0.003 _flinalg_py.py:1(<module>)
       79    0.000    0.000    0.003    0.000 _regex_core.py:1513(parse_set_member)
        1    0.000    0.000    0.003    0.003 parented.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.003    0.003 trf.py:1(<module>)
        2    0.000    0.000    0.003    0.002 toolbox.py:1(<module>)
        1    0.000    0.000    0.003    0.003 result.py:1(<module>)
      133    0.000    0.000    0.003    0.000 enum.py:980(__or__)
      206    0.001    0.000    0.003    0.000 typing.py:146(_type_check)
        1    0.000    0.000    0.003    0.003 _methods.py:1(<module>)
       12    0.001    0.000    0.003    0.000 enum.py:553(<listcomp>)
        1    0.000    0.000    0.003    0.003 encoders.py:1(<module>)
       16    0.000    0.000    0.003    0.000 _docscrape.py:581(__str__)
       11    0.001    0.000    0.003    0.000 inspect.py:1252(getfullargspec)
        1    0.000    0.000    0.003    0.003 _interpolation.py:1(<module>)
        1    0.000    0.000    0.003    0.003 constant.py:1(<module>)
        1    0.001    0.001    0.003    0.003 _interpolative_backend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 bllip.py:1(<module>)
  526/406    0.002    0.000    0.003    0.000 sre_compile.py:485(_get_literal_prefix)
      454    0.002    0.000    0.003    0.000 inspect.py:66(get_annotations)
        1    0.000    0.000    0.003    0.003 _numdiff.py:1(<module>)
        1    0.000    0.000    0.003    0.003 treebank.py:278(<listcomp>)
       14    0.000    0.000    0.003    0.000 dataclasses.py:588(_repr_fn)
      316    0.002    0.000    0.003    0.000 __init__.py:332(drop_tree)
      456    0.002    0.000    0.003    0.000 inspect.py:612(unwrap)
        1    0.000    0.000    0.003    0.003 gale_church.py:1(<module>)
        1    0.000    0.000    0.003    0.003 corenlp.py:1(<module>)
        1    0.000    0.000    0.003    0.003 rk.py:1(<module>)
       84    0.000    0.000    0.003    0.000 re.py:202(sub)
      327    0.001    0.000    0.003    0.000 porter.py:515(_step3)
        1    0.000    0.000    0.003    0.003 defchararray.py:1(<module>)
        1    0.000    0.000    0.003    0.003 projections.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _odepack_py.py:1(<module>)
     1463    0.002    0.000    0.003    0.000 sre_parse.py:169(__setitem__)
      769    0.003    0.000    0.003    0.000 shelve.py:84(__init__)
        1    0.000    0.000    0.003    0.003 __init__.py:445(StrFormatStyle)
     3917    0.003    0.000    0.003    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.003    0.003 combinator.py:1(<module>)
      814    0.003    0.000    0.003    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.003    0.003 transitionparser.py:1(<module>)
       32    0.000    0.000    0.003    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.003    0.003 mstats.py:1(<module>)
     6568    0.003    0.000    0.003    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.003    0.003 mace.py:1(<module>)
     2443    0.003    0.000    0.003    0.000 {built-in method from_bytes}
     6568    0.003    0.000    0.003    0.000 {built-in method _imp.release_lock}
       16    0.000    0.000    0.003    0.000 _docscrape.py:527(__str__)
        9    0.000    0.000    0.003    0.000 internals.py:405(decorator)
